738.944947184191,970.040986726183
723.836068193871,328.115580894063
576.723612602454,539.864561588464
240.031248407089,924.789283507543
395.080745028517,800.166466141731
701.527839274563,902.203826154209
927.743305212494,81.613279873403
122.746173648910,692.710489519821
595.339388081476,145.997622135911
991.707064275413,20.110351308937
239.633219280213,999.716241364595
854.694419954074,166.540709240471
939.965109227398,88.423541139834
293.386362498711,682.779448576766
417.476364140186,282.720663772407
596.651546914019,529.552565688950
415.222409732235,456.559446864846
193.643596320848,334.373795555381
269.933103850597,426.238234075148
364.442007803344,508.901167393532
769.495659054978,135.939730628269
623.104457418836,623.519738831582
158.280960266115,740.611697790966
795.521724379742,662.946653993080
712.640729553362,638.200100452085
205.280643351929,615.075454333726
401.460572961671,674.613167140526
394.876048931437,565.526488616483
559.575685623973,344.000683294642
394.674236907680,658.514096162033
458.323163755987,694.088297982320
935.660172630408,299.669657212516
498.704084365268,167.581303244669
766.552903559758,292.859854156815
771.342991255071,761.924882298423
712.943032684771,428.052979296776
825.209868057550,382.808320136771
873.729541836247,988.959854865365
539.180352387371,926.741999285840
799.586509194689,459.631096712143
207.984136478207,699.038568278780
944.073202639638,189.511888757924
16.686370938729,756.759213378168
880.928382331762,961.292944836648
214.586228512678,728.887802364459
615.028371085855,436.120695367713
508.446447727471,827.526316075929
125.581416562417,372.113748546611
484.315105187134,116.074591209999
21.330767645687,764.390097929430
693.873429979587,852.786540840660
333.888666575971,819.086140107810
778.664238043633,391.208387066458
876.827587462063,640.812703009938
214.359094525383,624.783433264809
177.522390597653,550.339988542422
218.739577452147,399.588870144097
844.740024699346,370.965348594075
19.304403107454,629.900672244686
770.416311977104,680.098152826637
538.487488870834,500.172411798467
735.831551964619,745.085266413571
501.419482355763,757.790901842645
952.469297012690,266.653352292231
108.455568449283,918.274438474580
198.580772686936,606.333184316126
478.987886251295,910.167581242243
599.295461702500,98.088040343093
745.095207118384,52.024709251975
530.826498384567,463.559009931114
170.217781654861,309.715134888130
795.745532381132,394.951655098690
543.965596273738,812.002958007300
169.655500978312,641.252713133712
560.669119613985,225.906882199606
312.610524711895,340.280678770128
720.635187787032,973.152304164991
990.087194121009,328.114563191270
685.065677504442,888.736207936223
228.971260512719,501.806025480771
347.621745501022,352.581972101948
314.558996220182,253.540578935398
843.097316651661,830.468155382522
804.593812757058,792.816132052279
243.866504105794,937.898300141759
107.740339918526,566.089923434589
133.702608945347,585.974346819023
173.649805625705,989.408775883966
364.037757907029,898.180025588126
127.551613731947,305.918218249220
650.595987523898,394.032922563806
343.847736837419,604.396590663700
789.027003831607,145.689848881096
25.630305132620,278.778895732483
350.183598426680,29.643049036561
728.249164874625,191.769616419468
942.322325660625,231.495836086370
933.788838849421,861.941556978003
286.603655343307,796.823923648190
841.312747679896,281.760653156372
